hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/rehabilitation/,200,0,0,0,0,13,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/key-services/cancer/,200,0,0,0,0,47,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/care/,200,0,0,0,0,18,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/programs-specialties/,200,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/telemedicine/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/pursuit-of-neurovascular-excellence/,200,0,0,0,0,23,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/2017/abington-hospital-jefferson-healths-pathology-department-acquire/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/disclaimer/,200,0,0,0,0,33,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=35df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/newborn-care/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/technology-procedures/ablation-therapy/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthcare-professionals/one-call-transfer/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/rehabilitation/,200,0,0,0,0,18,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=beb522f8-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=8d0d46f6-c440-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/online-bariatric-info-session/,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/support-groups/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-guests/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/patient-stories/,200,0,0,0,0,17,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/our-locations/abington-health-center-elkins-park/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/support-the-annual-fund/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/library/healthwise-document-viewer/?id=tu6657,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/diversity/,200,0,0,0,0,19,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/senior-health/resources/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/ways-to-give/,200,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=f22f2420-9b66-e311-9eee-2c768a4e1b84,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/search-results-news-page/?year=2016&searchNode=%2f7%2f22%2f,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/about-us/mission-vision--values/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/rehabilitation/,200,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/marketing/,200,0,0,0,0,49,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/GetInvolved/june-fete/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-visitors/rights-responsibilities/privacy-notice/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/geriatrics/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/myahlink,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=cf214dcc-5a37-df11-87ae-005056947912,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=caa9a3d3-c440-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/primary-care/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/dermatology/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=709331ed-c440-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/detail/?eventId=fc32c331-7c27-e711-bf81-2c768a4e1b84,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/reimagine-cancer-care/,200,0,0,0,0,37,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=2bfc793b-c840-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/cancermilestones/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/sensitivity-in-infant-loss/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-location/urgent-care-centers/willow-grove/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/senior-health/programs/in-the-community/adult-day-services/,200,0,0,0,0,24,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/patient-stories/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=5a51e9ea-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-location/urgent-care-centers/urgent-care-centers/ucc-quick-schedule/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/about-us/,200,0,0,0,0,21,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/GetInvolved/volunteer/pre-med-volunteering/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/programs-specialties/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/2017/abington-hospital-jefferson-health-honored--with-mission-lifelin/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/tel:2154812000,3,0,0,0,0,0,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=cbc2eac1-c440-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/contact-us/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/key-services/,200,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/key-services/orthopaedics/,200,0,0,0,0,30,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/search-results-news-page/?year=2013&searchNode=%2f7%2f22%2f,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=e5f21b71-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/patient-forms/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=d95052fc-5a37-df11-87ae-005056947912,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/quality-awards/top-docs/2017-philadelphia-magazine-top-docs/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/patient-stories/,200,0,0,0,0,18,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/health-news/,200,0,0,0,0,11,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=d7aff056-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=07482f0c-babf-e111-a253-782bcb3b39a8,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/touching-your-life-magazine/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/senior-health/patient-stories/,200,0,0,0,0,30,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=45df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/search-results-news-page/?year=2014&searchNode=%2f7%2f22%2f,200,0,0,0,0,13,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/technology-procedures/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/surgery/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/virtual-tours/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/conditions/,200,0,0,0,0,18,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=da21a998-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=7a6234ff-c440-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/measurement/,200,0,0,0,0,18,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/,200,0,0,0,0,17,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/pulmonary-medicine/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=ab59a0ac-002b-e511-9038-2c768a4e1b84,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/disclaimer/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=82ead098-074f-df11-82a7-005056947912,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/conditions/arrhythmia/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/workplace/,200,1,0,0,0,118,"companies focused on work-life balance; respect and caring for employees; recognition of accomplishments; feeling empowered; good teamwork and commitment to community. ""We strive to make Abington Memorial Hospital an enjoyable place to",,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=75c3e54b-f683-e511-aec9-2c768a4e1b84,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/quality-awards/top-docs/2015-philadelphia-magazine-top-docs/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/volunteer/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/library/,200,0,0,0,0,22,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=69df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=b743b651-5b37-df11-87ae-005056947912,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/technology-procedures/minimally-invasive-revision-surgery/,200,0,0,0,0,46,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=18ecd84e-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/rehabilitation/,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=e96856e9-6507-de11-9b17-001372679326,200,0,0,0,0,5,,,,
